bid_id	contract_year	version	bnchmk_e0012	bnchmk_e0013	bnchmk_e0014	bnchmk_e0015	bnchmk_e0016	bnchmk_e0017	bnchmk_e0018	bnchmk_e0019	bnchmk_e0023	bnchmk_e0024	bnchmk_e0025	bnchmk_e0036	bnchmk_e0038	bnchmk_f0012	bnchmk_f0015	bnchmk_f0036	bnchmk_f0038	bnchmk_g0012	bnchmk_g0015	bnchmk_g0031	bnchmk_g0036	bnchmk_h0036	bnchmk_h0038	bnchmk_i0036	bnchmk_i0038	bnchmk_j0036	bnchmk_k0036	bnchmk_l0016	bnchmk_l0017	bnchmk_l0018	bnchmk_l0024	bnchmk_l0025	bnchmk_l0026	bnchmk_l0036	bnchmk_m0016	bnchmk_m0017	bnchmk_m0018	bnchmk_m0036	bnchmk_n0036	bnchmk_o0036	bnchmk_p0036	bnchmk_q0036	bnchmk_r0036	bnchmk_s0036	bnchmk_t0036	bnchmk_t0037	bnchmk_u0014	bnchmk_u0015	bnchmk_u0016	bnchmk_u0017	bnchmk_u0018	bnchmk_u0036
H5253_033_0	2018	4	206914.6492	902.9872053	0.006044861	0.848738763	0.843608256	761.7674613	628.34	744.82	133.43	93.4	0	206914.6492	323.5968668	201553.8026	0.829987577	0.848738763	0.848738763	5360.846596	1.553734291		0	902.9872053	902.9872053	766.400244	766.400244	1	744.8243846	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.079683892	0.153095216	0.212279473	n/a	n/a	n/a	181290.8868	0.877535037	206591.0523	293.7918922	438.5589116	323.5968668	207647	"Milwaukee-Waukesha-West Allis, WI"
H5253_034_0	2018	4	211076.6904	840.2391784	0.002948128	0.814515291	0.812113996	682.3699971	563.41	693.76	118.96	83.27	0	211076.6904	289.0102438	206853.2294	0.799793562	0.814515291	0.814515291	4223.461072	1.535544147		0	840.2391784	840.2391784	684.3876592	684.3876592	1	693.7572835	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.079683332	0.147596767	0.212279473	n/a	n/a	n/a	210787.6802	1	210787.6802	125.0939861	608.2155876	289.0102438	211810	Not in Metro Area
H5253_035_0	2018	4	87399.63256	878.7389547	0.005855286	1.051120859	1.044966246	918.2525463	766.82	733.82	151.43	106	0	87399.63256	120.5138165	84102.1311	1.02498175	1.051120859	1.051120859	3297.501461	1.717793734		0	878.7389547	878.7389547	923.6608446	923.6608446	1	733.8227462	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.070622976	0.140972355	0.212279473	n/a	n/a	n/a	60868.51586	0.69740067	87279.11874	427.8240485	596.5433916	120.5138165	88424	"Tucson, AZ"
H5253_036_0	2018	3	112457.8909	828.42	0.002331138	0.944956256	0.942753432	780.9957982	729.8	774.12	51.2	35.84	0	112457.8909	578.8023448	108569.7881	0.925255333	0.944956256	0.944956256	3888.102821	1.495076733		0	828.42	828.42	782.8206612	782.8206612	1	774.1154529	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.062760648	0.130453379	0.212279473	n/a	n/a	n/a	111879.0885	1	111879.0885	255.3539757	544.7551481	578.8023448	113258	Not in Metro Area
H5253_037_0	2018	3	558488.4697	890.1659148	0.004111682	1.149880957	1.145153012	1019.376178	868.01	757.99	151.37	105.96	0	558488.4697	1295.293559	531388.9865	1.113367904	1.149880957	1.149880957	27099.48317	1.865858969		0	890.1659148	890.1659148	1023.584834	1023.584834	1	757.9860431	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.084079209	0.178013286	0.212279473	n/a	n/a	n/a	148923.6651	0.267274747	557193.1761	3381.800918	2609.729388	1295.293559	564480	n/a
H5253_038_0	2018	3	470525.0954	883.8630995	0.003941882	1.046853741	1.042727167	921.6280657	777.33	745.48	144.3	101.01	0	470525.0954	1475.357962	451815.2022	1.02119464	1.046853741	1.046853741	18709.89319	1.66648166		0	883.8630995	883.8630995	925.2753925	925.2753925	1	745.4778437	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.083779273	0.177193034	0.212279473	n/a	n/a	n/a	147476.7818	0.314416084	469049.7374	1420.277931	1758.62669	1475.357962	473704	n/a
H5253_039_0	2018	4	56805.03228	855.9018227	0.003560392	1.102276371	1.098351835	940.0813373	790.41	719.63	149.67	104.77	0	56805.03228	223.2457263	53292.15904	1.06163753	1.102276371	1.102276371	3512.873235	1.71878924		0	855.9018227	855.9018227	943.4403549	943.4403549	1	719.6327944	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.085325426	0.162997252	0.212279473	n/a	n/a	n/a	48378.29219	0.855015282	56581.78655	232.2295292	287.7381929	223.2457263	57325	"Raleigh, NC"
H5253_040_0	2018	2	20788.7095	881.7490804	0.020602531	0.894274521	0.875850202	772.2801102	672.83	768.2	99.45	69.62	0	20788.7095	31.69547442	20720.43788	0.893069476	0.894274521	0.894274521	68.27162398	1.260005703		0	881.7490804	881.7490804	788.5257363	788.5257363	1	768.2021406	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.083989957	0.175648383	0.212279473	n/a	n/a	n/a	5046.623872	0.243128605	20757.01403	84.98810803	105.3023907	31.69547442	20979	n/a
H5253_041_0	2018	3	222370.535	888.2952788	0.000773979	1.676776079	1.675478289	1488.319454	1299.38	775.53	188.94	132.26	0	222370.535	1170.82014	34192.15265	1.490440131	1.676776079	1.676776079	188178.3824	1.71063346		0	888.2952788	888.2952788	1489.472275	1489.472275	1	775.5278053	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.084211001	0.176363619	0.212279473	n/a	n/a	n/a	58304.51682	0.263583146	221199.7149	2140.04211	868.4228851	1170.82014	225379	n/a
H5253_042_0	2018	4	35580.38194	888.0057923	3.4916E-05	2.662144414	2.662051462	2363.917118	2306.07	866.28	57.85	40.5	0	35580.38194	29.71911253	419.6660434	2.266157173	2.662144414	2.662144414	35160.7159	2.666870779		0	888.0057923	888.0057923	2363.999659	2363.999659	1	866.2755145	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.083845624	0.175603385	0.212279473	n/a	n/a	n/a	8935.5465	0.251346833	35550.66283	115.655264	1499.962792	29.71911253	37196	n/a
H5253_043_0	2018	5	82.26456735	867.2885714	0.000884818	2.204567467	2.202616827	1910.304401	1641.39	745.2	268.91	188.24	0	82.26456735	0	44.25833723	2.028141147	2.204567467	0	38.00623012	2.410016298		0	867.2885714		1911.996169		1	745.1999731	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.086508943	0.171855941	0.212279473	n/a	n/a	n/a	47.0083242	0.571428571	82.26456735	0.267403826	3.468028824	0	86	"Asheville, NC"
H5253_044_0	2018	4	123045.3889	831.2006741	0.002638982	1.181402679	1.178284978	979.3912678	847.59	719.34	131.8	92.26	0	123045.3889	160.5176644	110240.7347	1.094195373	1.181402679	1.181402679	12804.65421	1.9322076		0	831.2006741	831.2006741	981.9827028	981.9827028	1	719.3421082	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.084573464	0.128330411	0.212279473	n/a	n/a	n/a	83503.58214	0.679526953	122884.8713	429.9580297	822.6530302	160.5176644	124298	Not in Metro Area
H5253_045_0	2018	4	132073.7463	830.0669445	0.00253843	1.000235399	0.997696371	828.1547781	703.28	704.9	124.87	87.41	0	132073.7463	245.7145877	110083.0465	0.892318557	1.000235399	1.000235399	21990.69979	1.540455347		0	830.0669445	830.0669445	830.2623413	830.2623413	1	704.903837	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.084882321	0.127477777	0.212279473	n/a	n/a	n/a	87422.66385	0.663156862	131828.0317	73.2832981	387.9704017	245.7145877	132535	Not in Metro Area
H5253_046_0	2018	4	108107.9113	859.2699621	0.003933194	1.123793593	1.119373495	961.8440206	846.51	756.24	115.33	80.73	0	108107.9113	169.9709722	99190.0577	1.047069887	1.123793593	1.123793593	8917.853551	1.97716361		0	859.2699621	859.2699621	965.6420779	965.6420779	1	756.2355226	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.083249471	0.16973	0.212279473	n/a	n/a	n/a	48407.15803	0.44847213	107937.9403	338.2435222	536.8452232	169.9709722	108983	n/a
H5253_047_0	2018	4	462982.8946	874.4795238	0.005212878	1.102885122	1.097135916	959.4228934	741.03	675.42	218.39	152.87	0	462982.8946	705.5383143	432513.3263	1.06733992	1.102885122	1.102885122	30469.5683	1.607446698		0	874.4795238	874.4795238	964.4504561	964.4504561	1	675.4222418	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.087266842	0.202140749	0.212279473	n/a	n/a	n/a	371439.2984	0.803498794	462277.3563	1407.748618	1444.356738	705.5383143	465835	Not in Metro Area
H5253_048_0	2018	4	95851.87542	880.2980987	0.00165184	1.292808573	1.29067306	1136.17704	897.07	695.04	239.11	167.38	0	95851.87542	68.16243525	92255.1984	1.26976141	1.292808573	1.292808573	3596.677021	1.883971058		0	880.2980987	880.2980987	1138.056928	1138.056928	1	695.0404622	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.086762348	0.202901732	0.212279473	n/a	n/a	n/a	86309.13449	0.901083616	95783.71299	461.6455842	582.4789921	68.16243525	96896	Not in Metro Area
H5253_049_0	2018	4	179919.7996	893.581387	0.003835106	0.981170759	0.977407865	873.3934758	731.28	748.18	142.11	99.48	0	179919.7996	202.0708008	171563.642	0.958264297	0.981170759	0.981170759	8356.157644	1.451472584		0	893.581387	893.581387	876.7559281	876.7559281	1	748.1830524	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.085663468	0.174484811	0.212279473	n/a	n/a	n/a	103678.4865	0.576896265	179717.7288	363.7274415	436.4729298	202.0708008	180720	"Cleveland-Elyria, OH"
H5253_050_0	2018	5	235627.5562	894.5902303	0.002936784	1.155249753	1.151857033	1030.440049	831.98	722.29	198.46	138.92	0	235627.5562	263.2602511	222207.1174	1.121078234	1.155249753	1.155249753	13420.43883	1.721040099		0	894.5902303	894.5902303	1033.475142	1033.475142	1	722.2945	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.085331764	0.175739617	0.212279473	n/a	n/a	n/a	112081.4467	0.476204117	235364.2959	1351.616655	1354.827146	263.2602511	238334	n/a
H5253_051_0	2018	4	33832.31421	893.172443	0.002917908	1.139443853	1.136119061	1014.750237	892.15	785.26	122.6	85.82	0	33832.31421	35.00498108	33488.93577	1.130168643	1.139443853	1.139443853	343.3784357	2.044034462		0	893.172443	893.172443	1017.71985	1017.71985	1	785.261009	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.085858089	0.173170676	0.212279473	n/a	n/a	n/a	23037.65317	0.681641636	33797.30923	138.3127882	171.3730027	35.00498108	34142	"Cleveland-Elyria, OH"
H5253_052_0	2018	4	170256.4376	897.1336412	0.005103431	1.056896089	1.051502292	943.3380804	803.1	763.76	140.24	98.17	0	170256.4376	258.4637462	162711.4732	1.024581735	1.056896089	1.056896089	7544.96442	1.753773613		0	897.1336412	897.1336412	948.1770363	948.1770363	1	763.7643834	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.081982253	0.165620927	0.212279473	n/a	n/a	n/a	115979.0509	0.682237842	169997.9738	348.3641797	498.1982355	258.4637462	171103	"Cincinnati, OH-KY-IN"
H5253_053_0	2018	4	210590.0517	898.3638367	0.005682142	1.286635527	1.27932468	1149.299028	1006.66	786.87	142.64	99.85	0	210590.0517	322.6947645	198035.6234	1.245447112	1.286635527	1.286635527	12554.42832	1.936348375		0	898.3638367	898.3638367	1155.866828	1155.866828	1	786.8682715	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.081314508	0.164391805	0.212279473	n/a	n/a	n/a	116969.957	0.556291564	210267.3569	1668.635321	1729.312969	322.6947645	213988	"Cincinnati, OH-KY-IN"
H5253_054_0	2018	4	21994.67067	898.7359125	0.004512912	1.184379754	1.179034753	1059.640874	944.48	801.06	115.16	80.61	0	21994.67067	17.55360788	21851.51348	1.172370029	1.184379754	1.184379754	143.15719	3.017544232		0	898.7359125	898.7359125	1064.444619	1064.444619	1	801.0620533	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.081988108	0.165074785	0.212279473	n/a	n/a	n/a	16101.04683	0.732627796	21977.11707	89.91830144	111.4110236	17.55360788	22196	"Cincinnati, OH-KY-IN"
H5253_055_0	2018	4	2960.897278	884.8101085	0.009723456	0.964180814	0.954805644	844.8216858	774.85	811.53	69.97	48.98	0	2960.897278	0	2927.864955	0.947913395	0.964180814	0	33.03232257	2.406065727		0	884.8101085		853.1169309		1	811.5264133	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.08189158	0.170573219	0.212279473	n/a	n/a	n/a	2960.897278	1	2960.897278	12.10469836	14.99802391	0	2988	"Toledo, OH"
H5253_056_0	2018	4	7187.211498	883.5542221	0.000835405	1.025296345	1.024439807	905.1481169	764.96	746.71	140.19	98.13	0	7187.211498	10.15142867	6738.498511	0.956952927	1.025296345	1.025296345	448.7129871	2.051636187		0	883.5542221	883.5542221	905.9049141	905.9049141	1	746.7105384	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.08189158	0.170573219	0.212279473	n/a	n/a	n/a	7177.060069	1	7177.060069	29.38265635	36.40584585	10.15142867	7253	"Toledo, OH"
H5253_057_0	2018	4	14253.5296	883.4829952	0.006660966	0.967125775	0.960683783	848.7477863	717.24	746.59	131.51	92.06	0	14253.5296	42.52246301	13080.55583	0.901064388	0.967125775	0.967125775	1172.973766	1.703817153		0	883.4829952	883.4829952	854.4391766	854.4391766	1	746.5932209	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.08189158	0.170573219	0.212279473	n/a	n/a	n/a	14211.00714	1	14211.00714	58.27107803	72.19932258	42.52246301	14384	"Toledo, OH"
H5253_059_0	2018	3	131612.5498	896.2333506	0.000969095	1.460758291	1.459342677	1307.911577	1151.48	789.04	156.43	109.5	0	131612.5498	330.760349	52557.84412	1.276307544	1.460758291	1.460758291	79054.70566	1.583386458		0	896.2333506	896.2333506	1309.180298	1309.180298	1	789.0401741	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.082998502	0.169498758	0.212279473	n/a	n/a	n/a	33368.13495	0.254171847	131281.7894	957.9163354	356.5338827	330.760349	132927	n/a
H5253_060_0	2018	4	3523.98449	893.1237653	0.00027313	2.671545045	2.670815367	2385.368677	2308.3	864.27	77.07	53.95	0	3523.98449	4.801068787	110.6367224	2.236577322	2.671545045	2.671545045	3413.347767	2.685643639		0	893.1237653	893.1237653	2386.02037	2386.02037	1	864.2679043	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.082934872	0.170378216	0.212279473	n/a	n/a	n/a	1061.036202	0.301500682	3519.183421	11.45483365	148.5606766	4.801068787	3684	n/a
H5253_061_0	2018	4	22.95755368	888.5385209	0.000884818	2.204567467	2.202616827	1957.109897	1741.94	790.85	215.17	150.62	0	22.95755368	0.131520677	12.35116388	2.028141147	2.204567467	2.204567467	10.6063898	2.410016298		0	888.5385209	888.5385209	1958.843116	1958.843116	1	790.8502191	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.083216261	0.170041043	0.212279473	n/a	n/a	n/a	8.2326106	0.360667603	22.826033	0.074624323	0.967821997	0.131520677	24	n/a
H5253_062_0	2018	4	44832.62233	895.6012082	0.005098657	0.970419574	0.965471737	864.6776543	728.44	754.49	136.24	95.37	0	44832.62233	98.11991027	42025.25859	0.942757228	0.970419574	0.970419574	2807.363744	1.384515263		0	895.6012082	895.6012082	869.1089426	869.1089426	1	754.491273	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.077559977	0.155202424	0.212279473	n/a	n/a	n/a	41279.86392	0.92277463	44734.50242	183.2840923	227.0935728	98.11991027	45243	"Columbus, OH"
H5253_063_0	2018	4	8934.220166	897.7522396	0.00218371	1.063125395	1.060803837	952.3390207	852.75	803.87	99.59	69.71	0	8934.220166	0	8906.095653	1.059575999	1.063125395	0	28.12451259	2.187100525		0	897.7522396		954.423204		1	803.8715265	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.077452225	0.154265291	0.212279473	n/a	n/a	n/a	8615.296903	0.964303178	8934.220166	36.52475247	45.2550815	0	9016	"Columbus, OH"
H5253_064_0	2018	4	3422.588628	895.1115162	0.000326548	2.426963107	2.426170587	2171.693233	1851.39	763.09	320.3	224.21	0	3422.588628	0	1841.352682	2.077039807	2.426963107	0	1581.235946	2.834449547		0	895.1115162		2172.402627		1	763.0914371	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.079683847	0.152593864	0.212279473	n/a	n/a	n/a	2747.131907	0.802647413	3422.588628	11.12524289	144.2861294	0	3578	"Milwaukee-Waukesha-West Allis, WI"
H5253_067_0	2018	5	3541.581951	880.1647698	0.005682142	1.205984637	1.199132061	1055.433794	912.42	760.9	143.01	100.11	0	3541.581951	25.89822268	3330.448821	1.167378059	1.205984637	1.205984637	211.13313	1.814971174		0	880.1647698	880.1647698	1061.465191	1061.465191	1	760.900346	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.079696565	0.186845921	0.212279473	n/a	n/a	n/a	2408.534709	0.685082873	3515.683729	14.47864522	17.93940343	25.89822268	3574	"Lexington-Fayette, KY"
H5253_068_0	2018	5	985.9748298	883.6832335	0.005682142	1.210635904	1.203756898	1063.739788	941.87	782.44	121.87	85.31	0	985.9748298	23.06373871	927.1954609	1.171880427	1.210635904	1.210635904	58.77936887	1.821971193		0	883.6832335	883.6832335	1069.81865	1069.81865	1	782.4420374	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.079448174	0.186347638	0.212279473	n/a	n/a	n/a	709.2099653	0.736526946	962.9110911	4.030848348	4.994321883	23.06373871	995	"Lexington-Fayette, KY"
H5253_072_0	2018	5	8891.610199	801.2823599	0.002948128	0.819001285	0.816586765	654.31657	541.76	663.44	112.56	78.79	0	8891.610199	7.012310882	8713.696809	0.804198475	0.819001285	0.819001285	177.91339	1.544001252		0	801.2823599	801.2823599	656.2512824	656.2512824	1	663.4445026	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.079683332	0.147596767	0.212279473	n/a	n/a	n/a	8884.597888	1	8884.597888	36.350555	45.03924649	7.012310882	8973	Not in Metro Area
H5253_073_0	2018	5	3460.325734	807.8826747	0.00223191	0.958349941	0.956210991	772.5062927	658.12	688.26	114.39	80.07	0	3460.325734	0	3339.483495	0.927158649	0.958349941	0	120.8422387	1.820323417		0	807.8826747		774.2343137		1	688.2581422	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.079683332	0.147596767	0.212279473	n/a	n/a	n/a	3460.325734	1	3460.325734	14.1464547	17.52781107	0	3492	Not in Metro Area
H5253_074_0	2018	5	2474.350904	799.0051508	0.00223191	0.963005618	0.960856277	767.7291141	690.39	718.52	77.34	54.14	0	2474.350904	30.69914274	2387.941091	0.931662798	0.963005618	0.963005618	86.4098139	1.829166572		0	799.0051508	799.0051508	769.446449	769.446449	1	718.5153668	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.079683332	0.147596767	0.212279473	n/a	n/a	n/a	2443.651762	1	2443.651762	10.11560636	12.53348919	30.69914274	2497	Not in Metro Area
H5253_075_0	2018	5	24146.9695	903.8320306	0.002797735	1.001016611	0.998216032	902.2196229	807.16	808.6	95.06	66.54	0	24146.9695	24.61464781	23227.32564	0.966256472	1.001016611	1.001016611	919.6438639	1.878948941		0	903.8320306	903.8320306	904.7508765	904.7508765	1	808.6025213	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.079683906	0.153253775	0.212279473	n/a	n/a	n/a	21734.73401	0.901020408	24122.35485	98.71729904	122.3132016	24.61464781	24368	"Milwaukee-Waukesha-West Allis, WI"
H5253_076_0	2018	5	21428.84994	831.034273	0.00223191	0.967421926	0.965262728	802.1664094	720.48	746.41	81.69	57.18	0	21428.84994	10.61096803	20680.50704	0.93593537	0.967421926	0.967421926	748.3429017	1.837555063		0	831.034273	831.034273	803.9607772	803.9607772	1	746.4081841	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.079683332	0.147596767	0.212279473	n/a	n/a	n/a	21418.23898	1	21418.23898	87.60512113	108.5449354	10.61096803	21625	Not in Metro Area
H5253_077_0	2018	5	7942.299759	839.0975138	0.003981262	0.914874447	0.911232092	764.6125826	695.01	762.71	69.6	48.72	0	7942.299759	0	7475.645749	0.860604682	0.914874447	0	466.6540103	1.784258463		0	839.0975138		767.6688735		1	762.7145777	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.081278016	0.145905139	0.212279473	n/a	n/a	n/a	4649.151079	0.585365854	7942.299759	32.4695975	40.23064311	0	8015	Not in Metro Area
H5253_079_0	2018	4	83696.87643	855.4915156	0.004111682	1.073016862	1.068604958	914.182475	781.21	731.06	132.97	93.08	0	83696.87643	246.6396441	79635.66081	1.038944534	1.073016862	1.073016862	4061.215615	1.741135136		0	855.4915156	855.4915156	917.9568217	917.9568217	1	731.0559381	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.084694609	0.175986862	0.212279473	n/a	n/a	n/a	39714.7185	0.475908997	83450.23678	342.1683859	423.9551851	246.6396441	84463	n/a
H5253_080_0	2018	4	37704.86661	855.3016394	0.004111682	1.090401836	1.085918451	928.7878311	806.53	742.72	122.26	85.58	0	37704.86661	38.49118656	35875.31693	1.05577747	1.090401836	1.090401836	1829.549674	1.769344935		0	855.3016394	855.3016394	932.6224783	932.6224783	1	742.7169135	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.084621854	0.176011541	0.212279473	n/a	n/a	n/a	18272.31613	0.485109489	37666.37542	154.1445022	190.9888921	38.49118656	38050	n/a
H5253_081_0	2018	4	19393.4808	868.2351517	0.005212878	1.02541631	1.020070939	885.6614469	782.09	766.7	103.57	72.5	0	19393.4808	74.98358129	18117.16801	0.992367873	1.02541631	1.02541631	1276.312785	1.494536492		0	868.2351517	868.2351517	890.3024853	890.3024853	1	766.701579	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.076942887	0.200901406	0.212279473	n/a	n/a	n/a	18909.49586	0.978828511	19318.49722	79.28415379	98.23504881	74.98358129	19571	"Memphis, TN-MS-AR"
H5253_082_0	2018	4	5215.261838	867.4916532	0.00165184	1.199901584	1.197919539	1039.185201	915.39	764.15	123.8	86.66	0	5215.261838	0	5019.568094	1.178510694	1.199901584	0	195.6937444	1.748580498		0	867.4916532		1040.904609		1	764.1498198	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.076981657	0.200950092	0.212279473	n/a	n/a	n/a	5082.076388	0.974462366	5215.261838	21.32095965	26.41720208	0	5263	"Memphis, TN-MS-AR"
H5253_083_0	2018	4	42101.6207	908.4428561	0.005212878	1.036492331	1.031089222	936.6856381	797.45	773.41	139.24	97.47	0	42101.6207	107.178391	39330.85266	1.003086921	1.036492331	1.036492331	2770.768039	1.510679708		0	908.4428561	908.4428561	941.5940532	941.5940532	1	773.4054267	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.087732633	0.1759933	0.212279473	n/a	n/a	n/a	40766.76255	0.970765661	41994.4423	172.11925	213.2600541	107.178391	42487	"Nashville-Davidson--Murfreesboro--Franklin, TN"
H5253_084_0	2018	4	8850.98209	908.1315282	0.00165184	1.208441768	1.206445616	1095.611301	949.23	786.8	146.38	102.47	0	8850.98209	22.39337657	8518.864187	1.18689863	1.208441768	1.208441768	332.1179033	1.761025851		0	908.1315282	908.1315282	1097.42407	1097.42407	1	786.7988308	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.087737257	0.17571691	0.212279473	n/a	n/a	n/a	8643.843357	0.979074192	8828.588713	36.18445974	44.83345031	22.39337657	8932	"Nashville-Davidson--Murfreesboro--Franklin, TN"
H5253_085_0	2018	3	122693.7757	881.6658372	0.004498943	1.068336577	1.063530192	937.6782373	794.31	746.86	143.37	100.36	0	122693.7757	1011.729753	114956.2068	1.015612673	1.068336577	1.068336577	7737.568852	1.851649805		0	881.6658372	881.6658372	941.9158628	941.9158628	1	746.8617307	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.08377927	0.171878625	0.212279473	n/a	n/a	n/a	57445.18555	0.472092535	121682.0459	698.955255	504.2690881	1011.729753	123897	n/a
H5253_086_0	2018	3	12000.15597	884.1677839	0.003056061	0.985926658	0.982913606	869.0605452	769.6	782.98	99.46	69.62	0	12000.15597	80.20154365	11647.08356	0.960897472	0.985926658	0.985926658	353.0724038	1.811584575		0	884.1677839	884.1677839	871.7245883	871.7245883	1	782.9782749	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.082532306	0.170226207	0.212279473	n/a	n/a	n/a	6832.169	0.573170732	11919.95442	49.05886783	60.78516382	80.20154365	12110	"Richmond, VA"
H5253_087_0	2018	4	33425.04219	891.332379	0.006150285	1.04203882	1.035629984	923.0905374	738.97	713.55	184.12	128.88	0	33425.04219	264.5047071	29696.03901	0.963214532	1.04203882	1.04203882	3729.003182	1.669758619		0	891.332379	891.332379	928.8029403	928.8029403	1	713.5463548	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.087961304	0.149772807	0.212279473	n/a	n/a	n/a	33160.53749	1	33160.53749	136.6477846	169.3100215	264.5047071	33731	"Virginia Beach-Norfolk-Newport News, VA-NC"
H5253_088_0	2018	4	6014.941926	890.1097831	0.002088461	0.996170292	0.99408983	884.8490826	747.96	752.41	136.89	95.82	0	6014.941926	67.88873506	5741.270803	0.970349185	0.996170292	0.996170292	273.6711235	1.53786417		0	890.1097831	890.1097831	886.7009229	886.7009229	1	752.4068527	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.087961304	0.149772807	0.212279473	n/a	n/a	n/a	5947.053191	1	5947.053191	24.59020047	30.46787319	67.88873506	6070	"Virginia Beach-Norfolk-Newport News, VA-NC"
H5253_089_0	2018	4	35746.78996	878.7974268	0.004498943	0.984578746	0.980149182	861.3525792	766.18	781.7	95.17	66.62	0	35746.78996	61.8858082	33492.4519	0.935988408	0.984578746	0.984578746	2254.338063	1.706480037		0	878.7974268	878.7974268	865.2452682	865.2452682	1	781.6973313	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.072823682	0.157364465	0.212279473	n/a	n/a	n/a	35684.90415	1	35684.90415	146.1395209	181.0705202	61.8858082	36074	"Washington-Arlington-Alexandria, DC-VA-MD-WV"
H5253_090_0	2018	4	16079.81263	880.7497317	0.004498943	0.98171934	0.977302641	860.7590387	798.03	816.56	62.73	43.91	0	16079.81263	0	15065.7542	0.933270118	0.98171934	0	1014.058428	1.701524092		0	880.7497317		864.6490453		1	816.5638428	0.665	0.335	1	4.5	Not applicable	0.7	0.4434		N/A		0.5566	0.072823682	0.157364465	0.212279473	n/a	n/a	n/a	16079.81263	1	16079.81263	65.73726246	81.45011175	0	16227	"Washington-Arlington-Alexandria, DC-VA-MD-WV"
