,ServiceAreaId,IssuerId,TEHBCombInnOonFamilyPerGroupMOOP,EHBPercentTotalPremium,TEHBInnTier1IndividualMOOP,TEHBOutOfNetFamilyPerPersonMOOP,TEHBInnTier1FamilyPerGroupMOOP,TEHBOutOfNetFamilyPerGroupMOOP,SBCHavingaBabyCoinsurance,OutOfServiceAreaCoverageDescription,TEHBOutOfNetIndividualMOOP,SBCHavingaBabyCopayment,TEHBInnTier1FamilyPerPersonMOOP,TEHBCombInnOonFamilyPerPersonMOOP,TEHBCombInnOonIndividualMOOP,act_value,SBCHavingDiabetesCopayment,SBCHavingDiabetesCoinsurance,SBCHavingDiabetesDeductible,SBCHavingaBabyDeductible
15009,WIS007,84670,0,1.0,6,18900,12900,37800,0,0,18,0,6450,0,0,60.255479812622106,0,0,4,6
15010,WIS007,84670,0,1.0,6,18900,12900,37800,0,0,18,0,6450,0,0,60.255479812622106,0,0,4,6
15011,WIS001,84670,0,1.0,6,0,12900,0,220,0,0,0,6450,0,0,60.800385475158706,0,0,4,5
15012,WIS001,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15013,WIS001,84670,0,1.0,2,0,4000,20000,0,0,10,0,0,0,0,80.6294620037079,0,0,2,2
15014,WIS001,84670,0,1.0,2,0,4000,20000,0,0,10,0,0,0,0,80.6294620037079,0,0,2,2
15015,WIS001,84670,0,1.0,6,0,12900,0,220,0,0,0,6450,0,0,60.800385475158706,0,0,4,5
15016,WIS001,84670,0,1.0,6,0,12900,0,0,0,0,0,6450,0,0,60.255479812622106,0,0,4,6
15017,WIS001,84670,0,1.0,6,13000,12900,26000,1,0,13,0,6450,0,0,69.7972118854523,0,1,1,1
15018,WIS001,84670,0,1.0,6,13000,12900,26000,1,0,13,0,6450,0,0,69.7972118854523,0,1,1,1
15019,WIS001,84670,0,1.0,6,0,12900,0,0,0,0,0,6450,0,0,60.255479812622106,0,0,4,6
15020,WIS001,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15021,WIS001,84670,0,1.0,5,14000,10000,28000,920,0,14,0,5000,0,0,71.76113128662111,0,580,2,2
15022,WIS001,84670,0,1.0,5,14000,10000,28000,920,0,14,0,5000,0,0,71.76113128662111,0,580,2,2
15023,WIS001,84670,0,1.0,6,0,12900,0,0,0,0,0,6450,0,0,60.255479812622106,0,0,4,6
15024,WIS002,84670,0,1.0,4,0,8000,0,800,0,0,0,4000,0,0,71.0013210773468,0,460,2,2
15025,WIS001,84670,0,1.0,6,15000,12000,30000,820,0,15,0,6000,0,0,68.3657169342041,0,480,2,2
15026,WIS001,84670,0,1.0,6,15000,12000,30000,820,0,15,0,6000,0,0,68.3657169342041,0,480,2,2
15027,WIS002,84670,0,1.0,4,0,8000,0,800,0,0,0,4000,0,0,71.0013210773468,0,460,2,2
15028,WIS002,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15029,WIS001,84670,0,1.0,6,14000,12900,28000,360,0,14,0,6450,0,0,68.8159942626953,0,190,3,3
15030,WIS001,84670,0,1.0,6,14000,12900,28000,360,0,14,0,6450,0,0,68.8159942626953,0,190,3,3
15031,WIS002,84670,0,1.0,4,0,8000,0,800,0,0,0,4000,0,0,71.0013210773468,0,460,2,2
15032,WIS002,84670,0,1.0,3,0,7250,0,920,0,0,0,3625,0,0,73.9875257015228,0,580,2,2
15033,WIS001,84670,0,1.0,3,13000,7000,26000,0,0,13,0,3500,0,0,71.1643576622009,0,0,3,3
15034,WIS001,84670,0,1.0,3,13000,7000,26000,0,0,13,0,3500,0,0,71.1643576622009,0,0,3,3
15035,WIS002,84670,0,1.0,1,0,2600,0,0,0,0,0,1300,0,0,86.1428439617157,0,0,1,1
15036,WIS002,84670,0,1.0,500,0,1000,0,0,0,0,0,500,0,0,93.9565420150757,0,0,500,500
15037,WIS001,84670,0,1.0,6,20000,12900,40000,320,0,20,0,6450,0,0,61.557608842849696,0,0,4,5
15038,WIS001,84670,0,1.0,6,20000,12900,40000,320,0,20,0,6450,0,0,61.557608842849696,0,0,4,5
15039,WIS002,84670,0,1.0,3,0,7000,0,0,0,0,0,3500,0,0,71.1643576622009,0,0,3,3
15040,WIS002,84670,0,1.0,3,0,7000,0,0,0,0,0,3500,0,0,71.1643576622009,0,0,3,3
15041,WIS007,84670,0,1.0,3,10000,6000,20000,0,0,10,80,3000,0,0,83.2643330097198,1,0,140,2
15042,WIS007,84670,0,1.0,3,10000,6000,20000,0,0,10,80,3000,0,0,83.2643330097198,1,0,140,2
15043,WIS001,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15044,WIS001,84670,0,1.0,6,19700,13700,39400,0,0,19,110,6850,0,0,70.5,1,0,140,6
15045,WIS001,84670,0,1.0,6,19700,13700,39400,0,0,19,110,6850,0,0,70.5,1,0,140,6
15046,WIS007,84670,0,1.0,5,14000,10000,28000,830,0,14,80,5000,0,0,78.3013999462128,1,0,140,2
15047,WIS001,84670,0,1.0,6,19700,13700,39400,0,0,19,110,6850,0,0,70.5,1,0,140,6
15048,WIS007,84670,0,1.0,5,14000,10000,28000,830,0,14,80,5000,0,0,78.3013999462128,1,0,140,2
15049,WIS001,84670,0,1.0,6,18900,12900,37800,0,0,18,0,6450,0,0,60.255479812622106,0,0,4,6
15050,WIS001,84670,0,1.0,6,18900,12900,37800,0,0,18,0,6450,0,0,60.255479812622106,0,0,4,6
15051,WIS002,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15052,WIS002,84670,0,1.0,3,0,7000,0,0,0,0,0,3500,0,0,71.1643576622009,0,0,3,3
15053,WIS002,84670,0,1.0,3,0,6000,0,0,0,0,0,3000,0,0,73.89550805091861,0,0,3,3
15054,WIS002,84670,0,1.0,1,0,2600,0,0,0,0,0,1300,0,0,86.1428439617157,0,0,1,1
15055,WIS002,84670,0,1.0,500,0,1000,0,0,0,0,0,500,0,0,93.9565420150757,0,0,500,500
15056,WIS002,84670,0,1.0,6,0,12900,0,220,0,0,0,6450,0,0,60.800385475158706,0,0,4,5
15057,WIS002,84670,0,1.0,6,0,12900,0,220,0,0,0,6450,0,0,60.800385475158706,0,0,4,5
15058,WIS002,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15059,WIS002,84670,0,1.0,6,0,12900,0,220,0,0,0,6450,0,0,60.800385475158706,0,0,4,5
15060,WIS002,84670,0,1.0,6,0,12900,0,0,0,0,0,6450,0,0,60.255479812622106,0,0,4,6
15061,WIS002,84670,0,1.0,6,0,12900,0,0,0,0,0,6450,0,0,60.255479812622106,0,0,4,6
15062,WIS002,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15063,WIS002,84670,0,1.0,6,0,12900,0,0,0,0,0,6450,0,0,60.255479812622106,0,0,4,6
15064,WIS001,84670,0,1.0,6,18000,13700,36000,650,0,18,110,6850,0,0,71.7848122119904,1,0,140,4
15065,WIS007,84670,0,1.0,2,11000,4000,22000,1,0,11,80,2000,0,0,88.6274874210358,1,0,140,500
15066,WIS007,84670,0,1.0,2,11000,4000,22000,1,0,11,80,2000,0,0,88.6274874210358,1,0,140,500
15067,WIS001,84670,0,1.0,6,18000,13700,36000,650,0,18,110,6850,0,0,71.7848122119904,1,0,140,4
15068,WIS001,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15069,WIS007,84670,0,1.0,1,8000,3400,16000,0,0,8,80,1700,0,0,89.091819524765,1,0,140,1
15070,WIS007,84670,0,1.0,1,8000,3400,16000,0,0,8,80,1700,0,0,89.091819524765,1,0,140,1
15071,WIS001,84670,0,1.0,6,18000,13700,36000,650,0,18,110,6850,0,0,71.7848122119904,1,0,140,4
15072,WIS001,84670,0,1.0,5,18000,10900,36000,0,0,18,110,5450,0,0,74.109935760498,1,0,140,3
15073,WIS007,84670,0,1.0,4,12000,9000,24000,1,0,12,80,4500,0,0,82.08850026130679,1,0,140,1
15074,WIS007,84670,0,1.0,4,12000,9000,24000,1,0,12,80,4500,0,0,82.08850026130679,1,0,140,1
15075,WIS001,84670,0,1.0,2,18000,4000,36000,0,0,18,110,2000,0,0,88.7953758239746,1,0,140,350
15076,WIS001,84670,0,1.0,700,18000,1400,36000,0,0,18,110,700,0,0,95.4653441905975,700,0,0,0
15077,WIS007,84670,0,1.0,6,13000,12000,26000,930,0,13,80,6000,0,0,78.8239300251007,1,0,140,1
15078,WIS007,84670,0,1.0,6,13000,12000,26000,930,0,13,80,6000,0,0,78.8239300251007,1,0,140,1
15079,WIS001,84670,0,1.0,5,19700,10900,39400,0,0,19,110,5450,0,0,74.109935760498,1,0,140,3
15080,WIS001,84670,0,1.0,2,19700,4000,39400,0,0,19,110,2000,0,0,88.7953758239746,1,0,140,350
15081,WIS007,84670,0,1.0,4,13000,8000,26000,370,0,13,80,4000,0,0,79.01,1,0,140,2
15082,WIS007,84670,0,1.0,4,13000,8000,26000,370,0,13,80,4000,0,0,79.01,1,0,140,2
15083,WIS001,84670,0,1.0,700,19700,1400,39400,0,0,19,110,700,0,0,95.4653441905975,700,0,0,0
15084,WIS002,84670,0,1.0,6,18000,13700,36000,650,0,18,110,6850,0,0,71.7848122119904,1,0,140,4
15085,WIS007,84670,0,1.0,4,12000,8000,24000,0,0,12,80,4000,0,0,79.3198883533478,1,0,140,3
15086,WIS007,84670,0,1.0,4,12000,8000,24000,0,0,12,80,4000,0,0,79.3198883533478,1,0,140,3
15087,WIS002,84670,0,1.0,6,18000,13700,36000,650,0,18,110,6850,0,0,71.7848122119904,1,0,140,4
15088,WIS002,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15089,WIS003,84670,0,1.0,5,18000,10900,36000,0,0,18,110,5450,0,0,74.109935760498,1,0,140,3
15090,WIS001,84670,0,1.0,5,14000,10000,28000,830,0,14,80,5000,0,0,78.3013999462128,1,0,140,2
15091,WIS001,84670,0,1.0,5,14000,10000,28000,830,0,14,80,5000,0,0,78.3013999462128,1,0,140,2
15092,WIS001,84670,0,1.0,3,10000,6000,20000,0,0,10,80,3000,0,0,83.2643330097198,1,0,140,2
15093,WIS003,84670,0,1.0,6,18000,13700,36000,650,0,18,110,6850,0,0,71.7848122119904,1,0,140,4
15094,WIS003,84670,0,1.0,700,18000,1400,36000,0,0,18,110,700,0,0,95.4653441905975,700,0,0,0
15095,WIS003,84670,0,1.0,2,18000,4000,36000,0,0,18,110,2000,0,0,88.7953758239746,1,0,140,350
15096,WIS004,84670,0,1.0,700,19700,1400,39400,0,0,19,110,700,0,0,95.4653441905975,700,0,0,0
15097,WIS007,84670,0,1.0,6,17500,13700,35000,480,0,17,110,6850,0,0,72.1038579940796,1,0,140,3
15098,WIS007,84670,0,1.0,6,17500,13700,35000,480,0,17,110,6850,0,0,72.1038579940796,1,0,140,3
15099,WIS002,84670,0,1.0,6,18000,13700,36000,650,0,18,110,6850,0,0,71.7848122119904,1,0,140,4
15100,WIS002,84670,0,1.0,5,18000,10900,36000,0,0,18,110,5450,0,0,74.109935760498,1,0,140,3
15101,WIS007,84670,0,1.0,6,16000,13700,32000,220,0,16,110,6850,0,0,71.76445126533511,1,0,140,4
15102,WIS007,84670,0,1.0,6,16000,13700,32000,220,0,16,110,6850,0,0,71.76445126533511,1,0,140,4
15103,WIS002,84670,0,1.0,2,18000,4000,36000,0,0,18,110,2000,0,0,88.7953758239746,1,0,140,350
15104,WIS002,84670,0,1.0,700,18000,1400,36000,0,0,18,110,700,0,0,95.4653441905975,700,0,0,0
15105,WIS007,84670,0,1.0,6,20000,13700,40000,230,0,20,110,6850,0,0,70.88,1,0,140,5
15106,WIS007,84670,0,1.0,6,20000,13700,40000,230,0,20,110,6850,0,0,70.88,1,0,140,5
15107,WIS002,84670,0,1.0,6,19700,13700,39400,0,0,19,110,6850,0,0,70.5,1,0,140,6
15108,WIS002,84670,0,1.0,6,19700,13700,39400,0,0,19,110,6850,0,0,70.5,1,0,140,6
15109,WIS001,84670,0,1.0,2,11000,4000,22000,1,0,11,80,2000,0,0,88.6274874210358,1,0,140,500
15110,WIS001,84670,0,1.0,2,11000,4000,22000,1,0,11,80,2000,0,0,88.6274874210358,1,0,140,500
15111,WIS002,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15112,WIS002,84670,0,1.0,6,19700,13700,39400,0,0,19,110,6850,0,0,70.5,1,0,140,6
15113,WIS001,84670,0,1.0,1,8000,3400,16000,0,0,8,80,1700,0,0,89.091819524765,1,0,140,1
15114,WIS001,84670,0,1.0,1,8000,3400,16000,0,0,8,80,1700,0,0,89.091819524765,1,0,140,1
15115,WIS002,84670,0,1.0,5,19700,10900,39400,0,0,19,110,5450,0,0,74.109935760498,1,0,140,3
15116,WIS002,84670,0,1.0,2,19700,4000,39400,0,0,19,110,2000,0,0,88.7953758239746,1,0,140,350
15117,WIS001,84670,0,1.0,4,12000,9000,24000,1,0,12,80,4500,0,0,82.08850026130679,1,0,140,1
15118,WIS001,84670,0,1.0,4,12000,9000,24000,1,0,12,80,4500,0,0,82.08850026130679,1,0,140,1
15119,WIS002,84670,0,1.0,700,19700,1400,39400,0,0,19,110,700,0,0,95.4653441905975,700,0,0,0
15120,WIS003,84670,0,1.0,6,18000,13700,36000,650,0,18,110,6850,0,0,71.7848122119904,1,0,140,4
15121,WIS001,84670,0,1.0,6,13000,12000,26000,930,0,13,80,6000,0,0,78.8239300251007,1,0,140,1
15122,WIS001,84670,0,1.0,6,13000,12000,26000,930,0,13,80,6000,0,0,78.8239300251007,1,0,140,1
15123,WIS003,84670,0,1.0,6,18000,13700,36000,650,0,18,110,6850,0,0,71.7848122119904,1,0,140,4
15124,WIS003,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15125,WIS001,84670,0,1.0,3,10000,6000,20000,0,0,10,80,3000,0,0,83.2643330097198,1,0,140,2
15126,WIS001,84670,0,1.0,4,13000,8000,26000,370,0,13,80,4000,0,0,79.01,1,0,140,2
15127,WIS005,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15128,WIS007,84670,0,1.0,1,0,3400,0,0,0,0,80,1700,0,0,89.091819524765,1,0,140,1
15129,WIS001,84670,0,1.0,4,15200,8000,30400,800,0,15,0,4000,0,0,71.0013210773468,0,460,2,2
15130,WIS001,84670,0,1.0,3,15200,7250,30400,920,0,15,0,3625,0,0,73.9875257015228,0,580,2,2
15131,WIS007,84670,0,1.0,4,0,9000,0,1,0,0,80,4500,0,0,82.08850026130679,1,0,140,1
15132,WIS007,84670,0,1.0,4,0,9000,0,1,0,0,80,4500,0,0,82.08850026130679,1,0,140,1
15133,WIS005,84670,0,1.0,6,18000,13700,36000,650,0,18,110,6850,0,0,71.7848122119904,1,0,140,4
15134,WIS001,84670,0,1.0,4,13000,8000,26000,370,0,13,80,4000,0,0,79.01,1,0,140,2
15135,WIS003,84670,0,1.0,6,19700,13700,39400,0,0,19,110,6850,0,0,70.5,1,0,140,6
15136,WIS003,84670,0,1.0,6,19700,13700,39400,0,0,19,110,6850,0,0,70.5,1,0,140,6
15137,WIS001,84670,0,1.0,4,12000,8000,24000,0,0,12,80,4000,0,0,79.3198883533478,1,0,140,3
15138,WIS001,84670,0,1.0,4,12000,8000,24000,0,0,12,80,4000,0,0,79.3198883533478,1,0,140,3
15139,WIS003,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15140,WIS003,84670,0,1.0,6,19700,13700,39400,0,0,19,110,6850,0,0,70.5,1,0,140,6
15141,WIS001,84670,0,1.0,6,17500,13700,35000,480,0,17,110,6850,0,0,72.1038579940796,1,0,140,3
15142,WIS001,84670,0,1.0,6,17500,13700,35000,480,0,17,110,6850,0,0,72.1038579940796,1,0,140,3
15143,WIS003,84670,0,1.0,5,19700,10900,39400,0,0,19,110,5450,0,0,74.109935760498,1,0,140,3
15144,WIS003,84670,0,1.0,2,19700,4000,39400,0,0,19,110,2000,0,0,88.7953758239746,1,0,140,350
15145,WIS001,84670,0,1.0,6,16000,13700,32000,220,0,16,110,6850,0,0,71.76445126533511,1,0,140,4
15146,WIS001,84670,0,1.0,6,16000,13700,32000,220,0,16,110,6850,0,0,71.76445126533511,1,0,140,4
15147,WIS003,84670,0,1.0,700,19700,1400,39400,0,0,19,110,700,0,0,95.4653441905975,700,0,0,0
15148,WIS004,84670,0,1.0,6,18000,13700,36000,650,0,18,110,6850,0,0,71.7848122119904,1,0,140,4
15149,WIS001,84670,0,1.0,6,20000,13700,40000,230,0,20,110,6850,0,0,70.88,1,0,140,5
15150,WIS001,84670,0,1.0,6,20000,13700,40000,230,0,20,110,6850,0,0,70.88,1,0,140,5
15151,WIS004,84670,0,1.0,6,18000,13700,36000,650,0,18,110,6850,0,0,71.7848122119904,1,0,140,4
15152,WIS004,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15153,WIS004,84670,0,1.0,6,18000,13700,36000,650,0,18,110,6850,0,0,71.7848122119904,1,0,140,4
15154,WIS004,84670,0,1.0,5,18000,10900,36000,0,0,18,110,5450,0,0,74.109935760498,1,0,140,3
15155,WIS004,84670,0,1.0,2,18000,4000,36000,0,0,18,110,2000,0,0,88.7953758239746,1,0,140,350
15156,WIS004,84670,0,1.0,700,18000,1400,36000,0,0,18,110,700,0,0,95.4653441905975,700,0,0,0
15157,WIS004,84670,0,1.0,6,19700,13700,39400,0,0,19,110,6850,0,0,70.5,1,0,140,6
15158,WIS004,84670,0,1.0,6,19700,13700,39400,0,0,19,110,6850,0,0,70.5,1,0,140,6
15159,WIS004,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15160,WIS004,84670,0,1.0,6,19700,13700,39400,0,0,19,110,6850,0,0,70.5,1,0,140,6
15161,WIS004,84670,0,1.0,5,19700,10900,39400,0,0,19,110,5450,0,0,74.109935760498,1,0,140,3
15162,WIS004,84670,0,1.0,2,19700,4000,39400,0,0,19,110,2000,0,0,88.7953758239746,1,0,140,350
15163,WIS005,84670,0,1.0,6,18000,13700,36000,650,0,18,110,6850,0,0,71.7848122119904,1,0,140,4
15164,WIS005,84670,0,1.0,6,18000,13700,36000,650,0,18,110,6850,0,0,71.7848122119904,1,0,140,4
15165,WIS005,84670,0,1.0,5,18000,10900,36000,0,0,18,110,5450,0,0,74.109935760498,1,0,140,3
15166,WIS005,84670,0,1.0,2,18000,4000,36000,0,0,18,110,2000,0,0,88.7953758239746,1,0,140,350
15167,WIS005,84670,0,1.0,700,18000,1400,36000,0,0,18,110,700,0,0,95.4653441905975,700,0,0,0
15168,WIS005,84670,0,1.0,6,19700,13700,39400,0,0,19,110,6850,0,0,70.5,1,0,140,6
15169,WIS005,84670,0,1.0,6,19700,13700,39400,0,0,19,110,6850,0,0,70.5,1,0,140,6
15170,WIS005,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15171,WIS005,84670,0,1.0,6,19700,13700,39400,0,0,19,110,6850,0,0,70.5,1,0,140,6
15172,WIS005,84670,0,1.0,5,19700,10900,39400,0,0,19,110,5450,0,0,74.109935760498,1,0,140,3
15173,WIS005,84670,0,1.0,2,19700,4000,39400,0,0,19,110,2000,0,0,88.7953758239746,1,0,140,350
15174,WIS005,84670,0,1.0,700,19700,1400,39400,0,0,19,110,700,0,0,95.4653441905975,700,0,0,0
15175,WIS006,84670,0,1.0,6,18000,13700,36000,650,0,18,110,6850,0,0,71.7848122119904,1,0,140,4
15176,WIS006,84670,0,1.0,6,18000,13700,36000,650,0,18,110,6850,0,0,71.7848122119904,1,0,140,4
15177,WIS006,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15178,WIS006,84670,0,1.0,6,18000,13700,36000,650,0,18,110,6850,0,0,71.7848122119904,1,0,140,4
15179,WIS006,84670,0,1.0,5,18000,10900,36000,0,0,18,110,5450,0,0,74.109935760498,1,0,140,3
15180,WIS006,84670,0,1.0,2,18000,4000,36000,0,0,18,110,2000,0,0,88.7953758239746,1,0,140,350
15181,WIS006,84670,0,1.0,700,18000,1400,36000,0,0,18,110,700,0,0,95.4653441905975,700,0,0,0
15182,WIS006,84670,0,1.0,6,19700,13700,39400,0,0,19,110,6850,0,0,70.5,1,0,140,6
15183,WIS006,84670,0,1.0,6,19700,13700,39400,0,0,19,110,6850,0,0,70.5,1,0,140,6
15184,WIS006,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15185,WIS006,84670,0,1.0,6,19700,13700,39400,0,0,19,110,6850,0,0,70.5,1,0,140,6
15186,WIS006,84670,0,1.0,5,19700,10900,39400,0,0,19,110,5450,0,0,74.109935760498,1,0,140,3
15187,WIS006,84670,0,1.0,2,19700,4000,39400,0,0,19,110,2000,0,0,88.7953758239746,1,0,140,350
15188,WIS006,84670,0,1.0,700,19700,1400,39400,0,0,19,110,700,0,0,95.4653441905975,700,0,0,0
15189,WIS001,84670,0,1.0,4,15200,8000,30400,800,0,15,0,4000,0,0,71.0013210773468,0,460,2,2
15190,WIS007,84670,0,1.0,2,0,4000,0,1,0,0,80,2000,0,0,88.6274874210358,1,0,140,500
15191,WIS007,84670,0,1.0,2,0,4000,0,1,0,0,80,2000,0,0,88.6274874210358,1,0,140,500
15192,WIS001,84670,0,1.0,4,15200,8000,30400,800,0,15,0,4000,0,0,71.0013210773468,0,460,2,2
15193,WIS001,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15194,WIS007,84670,0,1.0,1,0,3400,0,0,0,0,80,1700,0,0,89.091819524765,1,0,140,1
15195,WIS001,84670,0,1.0,1,15200,2600,30400,0,0,15,0,1300,0,0,86.1428439617157,0,0,1,1
15196,WIS001,84670,0,1.0,500,15200,1000,30400,0,0,15,0,500,0,0,93.9565420150757,0,0,500,500
15197,WIS007,84670,0,1.0,6,0,12000,0,930,0,0,80,6000,0,0,78.8239300251007,1,0,140,1
15198,WIS007,84670,0,1.0,6,0,12000,0,930,0,0,80,6000,0,0,78.8239300251007,1,0,140,1
15199,WIS001,84670,0,1.0,6,21000,12900,42000,220,0,21,0,6450,0,0,60.800385475158706,0,0,4,5
15200,WIS001,84670,0,1.0,6,21000,12900,42000,220,0,21,0,6450,0,0,60.800385475158706,0,0,4,5
15201,WIS007,84670,0,1.0,3,0,6000,0,0,0,0,80,3000,0,0,83.2643330097198,1,0,140,2
15202,WIS007,84670,0,1.0,3,0,6000,0,0,0,0,80,3000,0,0,83.2643330097198,1,0,140,2
15203,WIS001,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15204,WIS001,84670,0,1.0,6,21000,12900,42000,220,0,21,0,6450,0,0,60.800385475158706,0,0,4,5
15205,WIS001,84670,0,1.0,4,0,9000,0,1,0,0,80,4500,0,0,82.08850026130679,1,0,140,1
15206,WIS003,84670,0,1.0,3,15200,7250,30400,920,0,15,0,3625,0,0,73.9875257015228,0,580,2,2
15207,WIS003,84670,0,1.0,1,15200,2600,30400,0,0,15,0,1300,0,0,86.1428439617157,0,0,1,1
15208,WIS001,84670,0,1.0,4,0,9000,0,1,0,0,80,4500,0,0,82.08850026130679,1,0,140,1
15209,WIS001,84670,0,1.0,6,0,12000,0,930,0,0,80,6000,0,0,78.8239300251007,1,0,140,1
15210,WIS003,84670,0,1.0,4,15200,8000,30400,800,0,15,0,4000,0,0,71.0013210773468,0,460,2,2
15211,WIS001,84670,0,1.0,1,0,3400,0,0,0,0,80,1700,0,0,89.091819524765,1,0,140,1
15212,WIS001,84670,0,1.0,6,0,12000,0,930,0,0,80,6000,0,0,78.8239300251007,1,0,140,1
15213,WIS003,84670,0,1.0,500,15200,1000,30400,0,0,15,0,500,0,0,93.9565420150757,0,0,500,500
15214,WIS003,84670,0,1.0,6,21000,12900,42000,220,0,21,0,6450,0,0,60.800385475158706,0,0,4,5
15215,WIS007,84670,0,1.0,5,0,10000,0,830,0,0,80,5000,0,0,78.3013999462128,1,0,140,2
15216,WIS007,84670,0,1.0,5,0,10000,0,830,0,0,80,5000,0,0,78.3013999462128,1,0,140,2
15217,WIS002,84670,0,1.0,4,15200,8000,30400,800,0,15,0,4000,0,0,71.0013210773468,0,460,2,2
15218,WIS002,84670,0,1.0,4,15200,8000,30400,800,0,15,0,4000,0,0,71.0013210773468,0,460,2,2
15219,WIS007,84670,0,1.0,4,0,8000,0,370,0,0,80,4000,0,0,79.01,1,0,140,2
15220,WIS007,84670,0,1.0,4,0,8000,0,370,0,0,80,4000,0,0,79.01,1,0,140,2
15221,WIS002,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15222,WIS002,84670,0,1.0,4,15200,8000,30400,800,0,15,0,4000,0,0,71.0013210773468,0,460,2,2
15223,WIS007,84670,0,1.0,4,0,8000,0,0,0,0,80,4000,0,0,79.3198883533478,1,0,140,3
15224,WIS007,84670,0,1.0,4,0,8000,0,0,0,0,80,4000,0,0,79.3198883533478,1,0,140,3
15225,WIS002,84670,0,1.0,3,15200,7250,30400,920,0,15,0,3625,0,0,73.9875257015228,0,580,2,2
15226,WIS002,84670,0,1.0,1,15200,2600,30400,0,0,15,0,1300,0,0,86.1428439617157,0,0,1,1
15227,WIS007,84670,0,1.0,6,0,13700,0,480,0,0,110,6850,0,0,72.1038579940796,1,0,140,3
15228,WIS007,84670,0,1.0,6,0,13700,0,480,0,0,110,6850,0,0,72.1038579940796,1,0,140,3
15229,WIS002,84670,0,1.0,500,15200,1000,30400,0,0,15,0,500,0,0,93.9565420150757,0,0,500,500
15230,WIS002,84670,0,1.0,6,21000,12900,42000,220,0,21,0,6450,0,0,60.800385475158706,0,0,4,5
15231,WIS007,84670,0,1.0,6,0,13700,0,220,0,0,110,6850,0,0,71.76445126533511,1,0,140,4
15232,WIS007,84670,0,1.0,6,0,13700,0,220,0,0,110,6850,0,0,71.76445126533511,1,0,140,4
15233,WIS002,84670,0,1.0,6,21000,12900,42000,220,0,21,0,6450,0,0,60.800385475158706,0,0,4,5
15234,WIS002,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15235,WIS007,84670,0,1.0,6,0,13700,0,230,0,0,110,6850,0,0,70.88,1,0,140,5
15236,WIS007,84670,0,1.0,6,0,13700,0,230,0,0,110,6850,0,0,70.88,1,0,140,5
15237,WIS002,84670,0,1.0,6,21000,12900,42000,220,0,21,0,6450,0,0,60.800385475158706,0,0,4,5
15238,WIS001,84670,0,1.0,2,0,4000,0,1,0,0,80,2000,0,0,88.6274874210358,1,0,140,500
15239,WIS003,84670,0,1.0,4,15200,8000,30400,800,0,15,0,4000,0,0,71.0013210773468,0,460,2,2
15240,WIS003,84670,0,1.0,4,15200,8000,30400,800,0,15,0,4000,0,0,71.0013210773468,0,460,2,2
15241,WIS001,84670,0,1.0,2,0,4000,0,1,0,0,80,2000,0,0,88.6274874210358,1,0,140,500
15242,WIS001,84670,0,1.0,1,0,3400,0,0,0,0,80,1700,0,0,89.091819524765,1,0,140,1
15243,WIS003,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15244,WIS001,84670,0,1.0,3,0,6000,0,0,0,0,80,3000,0,0,83.2643330097198,1,0,140,2
15245,WIS003,84670,0,1.0,6,21000,12900,42000,220,0,21,0,6450,0,0,60.800385475158706,0,0,4,5
15246,WIS003,84670,0,1.0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0
15247,WIS001,84670,0,1.0,3,0,6000,0,0,0,0,80,3000,0,0,83.2643330097198,1,0,140,2
